LAST UPDATED: 6/10/2021,Code Type,Code,Category,Description,Charges,Self-Pay Rate
,CPTHCPCS,62164,CPT AND HCPCS L,NEUROENDOSCOPY ICRA W/RETRIEVAL FOREIGN BODY,8393,6294.75
,CPTHCPCS,62165,CPT AND HCPCS L,NUNDSC ICRA EXC PITUITRY TUM TRNSNSL/SPHENOID,5978,4483.5
,CPTHCPCS,62180,CPT AND HCPCS L,VENTRICULOCISTERNOSTOMY,6307,4730.25
,CPTHCPCS,62190,CPT AND HCPCS L,CRTJ SHUNT SARACH/SDRL-ATR-JUG-AUR,3635,2726.25
,CPTHCPCS,62192,CPT AND HCPCS L,CRTJ SHUNT SARACH/SDRL-PRTL-PLEURAL OTH,3936,2952
,CPTHCPCS,62194,CPT AND HCPCS L,RPLCMT/IRRG SUBARACHNOID/SUBDURAL CATHETER,1899,1424.25
,CPTHCPCS,62200,CPT AND HCPCS L,VENTRICULOCISTERNOSTOMY 3RD VENTRICLE,5399,4049.25
,CPTHCPCS,62201,CPT AND HCPCS L,VENTRICULOCISTERNOSTOMY 3RD VNTRC NEURONDSC,4837,3627.75
,CPTHCPCS,62220,CPT AND HCPCS L,CRTJ SHUNT VENTRICULO-ATR-JUG-AUR,3959,2969.25
,CPTHCPCS,62223,CPT AND HCPCS L,CRTJ SHUNT VENTRICULO-PERITNEAL-PLEURAL TERMINUS,4173,3129.75
,CPTHCPCS,62225,CPT AND HCPCS L,RPLCMT/IRRIGATION VENTRICULAR CATHETER,2109,1581.75
,CPTHCPCS,62230,CPT AND HCPCS L,RPLCMT/REVJ CSF SHUNT VALVE/CATH SHUNT SYS,3374,2530.5
,CPTHCPCS,62252,PROF BILLING,REPRGRMG PROGRAMMABLE CEREBROSPINAL SHUNT,185,138.75
,CPTHCPCS,62256,CPT AND HCPCS L,RMVL COMPL CSF SHUNT SYSTEM W/O RPLCMT SHUNT,2414,1810.5
,CPTHCPCS,62258,CPT AND HCPCS L,RMVL COMPLETE CSF SHUNT SYSTEM W/RPLCMT SHUNT,4454,3340.5
,CPTHCPCS,62263,CPT AND HCPCS L,PRQ LYSIS EPIDURAL ADHESIONS MULT SESS 2/> DAYS,1195,896.25
,CPTHCPCS,62264,CPT AND HCPCS L,PRQ LYSIS EPIDURAL ADHESIONS MULT SESSIONS 1 DAY,923,692.25
,CPTHCPCS,62267,CPT AND HCPCS L,PRQ ASPIR PULPOSUS/INTERVERTEBRAL DISC/PVRT TISS,610,457.5
,CPTHCPCS,62268,CPT AND HCPCS L,PERCUTANEOUS ASPIRATION SPINAL CORD CYST/SYRINX,992,744
,CPTHCPCS,62269,CPT AND HCPCS L,BIOPSY SPINAL CORD PERCUTANEOUS NEEDLE,1026,769.5
,CPTHCPCS,62270,PROF BILLING,SPINAL PUNCTURE LUMBAR DIAGNOSTIC,299,224.25
,CPTHCPCS,62272,PROF BILLING,SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID,353,264.75
,CPTHCPCS,62273,CPT AND HCPCS L,INJECTION EPIDURAL BLOOD/CLOT PATCH,453,339.75
,CPTHCPCS,62280,CPT AND HCPCS L,INJX/INFUSION NEUROLYTIC SUBSTANCE SUBARACHNOID,638,478.5
,CPTHCPCS,62281,CPT AND HCPCS L,INJX/INFUS NEUROLYT SUBST EPIDURAL CERV/THORACIC,614,460.5
,CPTHCPCS,62282,CPT AND HCPCS L,INJX/INFUS NEUROLYT SBST EPIDURAL LUMBAR/SACRAL,557,417.75
,CPTHCPCS,62284,CPT AND HCPCS L,INJECTION PROCEDURE MYELOGRAPHY/CT SPINAL,348,261
,CPTHCPCS,62287,CPT AND HCPCS L,DCMPRN PERQ NUCLEUS PULPOSUS 1/> LEVELS LUMBAR,2242,1681.5
,CPTHCPCS,62290,CPT AND HCPCS L,INJECTION PX DISCOGRAPHY EACH LEVEL LUMBAR,645,483.75
,CPTHCPCS,62291,CPT AND HCPCS L,INJECTION PX DISCOGRPHY EA LVL CERVICAL/THORACIC,623,467.25
,CPTHCPCS,62292,CPT AND HCPCS L,INJECTION PX DISCOGRPHY EA LVL CERVICAL/THORACIC,2320,1740
,CPTHCPCS,62294,CPT AND HCPCS L,NJX ARTERIAL OCCLUSION ARVEN MALFRMJ SPINAL,3732,2799
,CPTHCPCS,62302,PROF BILLING,MYELOGRAPHY LUMBAR INJECTION,470,352.5
,CPTHCPCS,62303,PROF BILLING,MYELOGRAPHY LUMBAR INJECTION,470,352.5
,CPTHCPCS,62304,PROF BILLING,MYELOGRAPHY LUMBAR INJECTION,462,346.5
,CPTHCPCS,62305,PROF BILLING,MYELOGRAPHY LUMBAR INJECTION,482,361.5
,CPTHCPCS,62310,CPT AND HCPCS L,NJX DX/THER SBST EPIDURAL/SUBRACH CERV/THORACIC,370,277.5
,CPTHCPCS,62311,CPT AND HCPCS L,NJX DX/THER SBST EPIDURAL/SUBARACH LUMBAR/SACRAL,304,228
,CPTHCPCS,62318,CPT AND HCPCS L,NJXS INFUS/BOLUS DX/SBST EDRL/SUBARACH CRV/THRC,342,256.5
,CPTHCPCS,62319,CPT AND HCPCS L,NJX INFUS/BOLUS DX/SBST EDRL/SUBARACH LUM/SACRAL,329,246.75
,CPTHCPCS,62320,PROF BILLING,NJX INTERLAMINAR CRV/THRC,398,298.5
,CPTHCPCS,62321,PROF BILLING,NJX INTERLAMINAR CRV/THRC,411,308.25
,CPTHCPCS,62322,PROF BILLING,NJX INTERLAMINAR LMBR/SAC,338,253.5
,CPTHCPCS,62323,PROF BILLING,NJX INTERLAMINAR LMBR/SAC,398,298.5
,CPTHCPCS,62324,PROF BILLING,NJX INTERLAMINAR CRV/THRC,359,269.25
,CPTHCPCS,62325,PROF BILLING,NJX INTERLAMINAR CRV/THRC,435,326.25
,CPTHCPCS,62326,PROF BILLING,NJX INTERLAMINAR LMBR/SAC,350,262.5
,CPTHCPCS,62327,PROF BILLING,NJX INTERLAMINAR LMBR/SAC,373,279.75
,CPTHCPCS,62328,PROF BILLING,DX LMBR SPI PNXR W/FLUOR/CT,360,270
,CPTHCPCS,62329,PROF BILLING,THER SPI PNXR CSF FLUOR/CT,453,339.75
,CPTHCPCS,62350,CPT AND HCPCS L,IMPLTJ REVJ/RPSG ITHCL/EDRL CATH PMP W/O LAM,1592,1194
,CPTHCPCS,62351,CPT AND HCPCS L,IMPLTJ REVJ/RPSG ITHCL/EDRL CATH W/LAM,3335,2501.25
,CPTHCPCS,62355,CPT AND HCPCS L,RMVL PREVIOUSLY IMPLTED ITHCL/EDRL CATH,1083,812.25
,CPTHCPCS,62360,CPT AND HCPCS L,IMPLTJ/RPLCMT ITHCL/EDRL DRUG NFS SUBQ RSVR,1223,917.25
,CPTHCPCS,62361,CPT AND HCPCS L,IMPLTJ/RPLCMT FS NON-PRGRBL PUMP,1712,1284
,CPTHCPCS,62362,CPT AND HCPCS L,IMPLTJ/RPLCMT ITHCL/EDRL DRUG NFS PRGRBL PUMP,1533,1149.75
,CPTHCPCS,62365,CPT AND HCPCS L,RMVL SUBQ RSVR/PUMP INTRATHECAL/EPIDURAL INFUS,1179,884.25
,CPTHCPCS,62367,PROF BILLING,ELECT ANLYS IMPLT ITHCL/EDRL PMP W/O REPRG/REFIL,101,75.75
,CPTHCPCS,62368,PROF BILLING,ELECT ANALYS IMPLT ITHCL/EDRL PUMP W/REPRGRMG,143,107.25
,CPTHCPCS,62369,CPT AND HCPCS L,ELECT ANLYS IMPLT ITHCL/EDRL PMP W/REPRG&REFIL,143,107.25
,CPTHCPCS,62370,PROF BILLING,ELEC ANLYS IMPLT ITHCL/EDRL PMP W/REPR PHYS/QHP,186,139.5
,CPTHCPCS,63001,CPT AND HCPCS L,LAM W/O FACETEC FORAMOT/DSKC 1/2 VRT SEG CRV,4965,3723.75
,CPTHCPCS,63003,CPT AND HCPCS L,LAMINECTOMY W/O FFD 1/2 VERT SEG THORACIC,4827,3620.25
,CPTHCPCS,63005,CPT AND HCPCS L,LAMINECTOMY W/O FFD 1/2 VERT SEG LUMBAR,4618,3463.5
,CPTHCPCS,63011,CPT AND HCPCS L,LAMINECTOMY W/O FFD 1/2 VERT SEG SACRAL,4242,3181.5
,CPTHCPCS,63012,CPT AND HCPCS L,LAMINECTOMY W/RMVL ABNORMAL FACETS LUMBAR,4644,3483
,CPTHCPCS,63015,CPT AND HCPCS L,LAMINECTOMY W/O FFD > 2 VERT SEG CERVICAL,5789,4341.75
,CPTHCPCS,63016,CPT AND HCPCS L,LAMINECTOMY W/O FFD > 2 VERT SEG THORACIC,5948,4461
,CPTHCPCS,63017,CPT AND HCPCS L,LAMINECTOMY W/O FFD > 2 VERT SEG LUMBAR,4918,3688.5
,CPTHCPCS,63020,CPT AND HCPCS L,LAMNOTMY INCL W/DCMPRSN NRV ROOT 1 INTRSPC CERVC,4514,3385.5
,CPTHCPCS,63030,CPT AND HCPCS L,LAMNOTMY INCL W/DCMPRSN NRV ROOT 1 INTRSPC LUMBR,3907,2930.25
,CPTHCPCS,63035,CPT AND HCPCS L,LAMNOTMY W/DCMPRSN NRV EACH ADDL CRVCL/LMBR,748,561
,CPTHCPCS,63040,CPT AND HCPCS L,LAMOT PRTL FFD EXC DISC REEXPL 1 NTRSPC CERVICAL,5424,4068
,CPTHCPCS,63042,CPT AND HCPCS L,LAMOT PRTL FFD EXC DISC REEXPL 1 NTRSPC LUMBAR,5042,3781.5
,CPTHCPCS,63045,CPT AND HCPCS L,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT CERVICAL,5010,3757.5
,CPTHCPCS,63046,CPT AND HCPCS L,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT THORACIC,4776,3582
,CPTHCPCS,63047,CPT AND HCPCS L,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT LUMBAR,4434,3325.5
,CPTHCPCS,63048,CPT AND HCPCS L,LAM FACETECTOMY&FORAMTOMY 1 SGM EA CRV THRC/LMBR,852,639
,CPTHCPCS,63050,CPT AND HCPCS L,LAMOP CERVICAL W/DCMPRN SPI CORD 2/> VERT SEG,5829,4371.75
,CPTHCPCS,63051,CPT AND HCPCS L,LAMOPLASTY CERVICAL DCMPRN CORD 2/> SEG RCNSTJ,6661,4995.75
,CPTHCPCS,63055,CPT AND HCPCS L,TRANSPEDICULAR DCMPRN SPINAL CORD 1 SEG THORACIC,6364,4773
,CPTHCPCS,63056,CPT AND HCPCS L,TRANSPEDICULAR DCMPRN SPINAL CORD 1 SEG LUMBAR,5801,4350.75
,CPTHCPCS,63057,CPT AND HCPCS L,TRANSPEDICULAR DCMPRN 1 SEG EA THORACIC/LUMBAR,1249,936.75
,CPTHCPCS,63064,CPT AND HCPCS L,COSTOVERTEBRAL DCMPRN SPINAL CORD THORACIC 1 SEG,7163,5372.25
,CPTHCPCS,63066,CPT AND HCPCS L,COSTOVERTEBRAL DCMPRN SPINE CORD THORACIC EA SEG,830,622.5
,CPTHCPCS,63075,CPT AND HCPCS L,DISCECTOMY ANT DCMPRN CORD CERVICAL 1 NTRSPC,5264,3948
,CPTHCPCS,63076,CPT AND HCPCS L,DISCECTOMY ANT DCMPRN CORD CERVICAL EA NTRSPC,965,723.75
,CPTHCPCS,63077,CPT AND HCPCS L,DISCECTOMY ANT DCMPRN CORD THORACIC 1 NTRSPC,5928,4446
,CPTHCPCS,63078,CPT AND HCPCS L,DISCECTOMY ANT DCMPRN CORD THORACIC EA NTRSPC,812,609
,CPTHCPCS,63081,CPT AND HCPCS L,VERTEBRAL CORPECTOMY ANT DCMPRN CERVICAL 1 SEG,7082,5311.5
,CPTHCPCS,63082,CPT AND HCPCS L,VERTEBRAL CORPECTOMY DCMPRN CERVICAL EA SEG,1041,780.75
,CPTHCPCS,63085,CPT AND HCPCS L,VERTEBRAL CORPECTOMY DCMPRN CORD THORACIC 1 SEG,7503,5627.25
,CPTHCPCS,63086,CPT AND HCPCS L,VERTEBRAL CORPECTOMY DCMPRN CORD THORACIC EA SEG,748,561
,CPTHCPCS,63087,CPT AND HCPCS L,VCRPEC THORACOLMBR DCMPRN LWR THRC/LMBR 1 SEG,9423,7067.25
,CPTHCPCS,63088,CPT AND HCPCS L,VCRPEC THORACOLMBR DCMPRN LWR THRC/LMBR EA SEG,1009,756.75
,CPTHCPCS,63090,CPT AND HCPCS L,VCRPEC TRANSPRTL/RPR DCMPRN THRC LMBR/SAC 1 SEG,7635,5726.25
,CPTHCPCS,63091,CPT AND HCPCS L,VCRPEC TRANSPRTL/RPR DCMPRN THRC LMBR/SAC EA SEG,694,520.5
,CPTHCPCS,63101,CPT AND HCPCS L,VERTEB CORPECT LAT XTRCAVITARY DCMPRN THRC 1 SEG,9088,6816
,CPTHCPCS,63102,CPT AND HCPCS L,VERTEB CORPECT LAT XTRCAVITARY DCMPRN LMBR 1 SEG,8853,6639.75
,CPTHCPCS,63103,CPT AND HCPCS L,VCRPEC LAT XTRCAVITARY DCMPRN THRC/LMBR EA SEG,1152,864
,CPTHCPCS,63170,CPT AND HCPCS L,LAM W/MYELOTOMY CERVICAL/THORACIC/THORACOLUMBAR,6222,4666.5
,CPTHCPCS,63172,CPT AND HCPCS L,LAM W/DRG INTRMEDULLARY CYST/SYRINX SUBARACHNOID,5422,4066.5
,CPTHCPCS,63173,CPT AND HCPCS L,LAM W/DRG INTRMEDULRY CYST/SYRINX PRTL/PLEURAL,6715,5036.25
,CPTHCPCS,63180,CPT AND HCPCS L,LAM&SCTJ DENTATE LIG W/WO DURAL GRF CRV 1/2 SEG,5581,4185.75
,CPTHCPCS,63182,CPT AND HCPCS L,LAM&SCTJ DENTATE LIG W/WO DURAL GRF CRV >2 SEG,5900,4425
,CPTHCPCS,63185,CPT AND HCPCS L,LAMINECTOMY W/RHIZOTOMY 1/2 SEGMENTS,4608,3456
,CPTHCPCS,63190,CPT AND HCPCS L,LAMINECTOMY W/RHIZOTOMY > 2 SEGMENTS,5008,3756
,CPTHCPCS,63191,CPT AND HCPCS L,LAMINECTOMY W/SECTION SPINAL ACCESSORY NERVE,5430,4072.5
,CPTHCPCS,63194,CPT AND HCPCS L,LAM CORDOTOMY SCTJ 1 SPINOTHALMIC TRACT CERVICAL,6291,4718.25
,CPTHCPCS,63195,CPT AND HCPCS L,LAM CORDOTOMY SCTJ 1 SPINOTHALMIC TRACT THORACIC,6152,4614
,CPTHCPCS,63196,CPT AND HCPCS L,LAM CORDOTOMY SCTJ BOTH SPINOTHALMIC TRACTS CRV,7024,5268
,CPTHCPCS,63197,CPT AND HCPCS L,LAM CORDOTOMY SCTJ BOTH SPINOTHALMIC TRACT THRC,6185,4638.75
,CPTHCPCS,63198,CPT AND HCPCS L,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES CERVICAL,8252,6189
,CPTHCPCS,63199,CPT AND HCPCS L,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES THORACIC,8648,6486
,CPTHCPCS,63200,CPT AND HCPCS L,LAMINECTOMY RELEASE TETHERED SPINAL CORD LUMBAR,6142,4606.5
,CPTHCPCS,63250,CPT AND HCPCS L,LAM EXC/OCCLUSION AVM SPINAL CORD CERVICAL,11474,8605.5
,CPTHCPCS,63251,CPT AND HCPCS L,LAM EXC/OCCLUSION AVM SPINAL CORD THORACIC,11984,8988
,CPTHCPCS,63252,CPT AND HCPCS L,LAM EXC/OCCLUSION AVM SPI CORD THORACOLUMBAR,11915,8936.25
,CPTHCPCS,63265,CPT AND HCPCS L,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL CERVICAL,6519,4889.25
,CPTHCPCS,63266,CPT AND HCPCS L,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL THORACIC,6915,5186.25
,CPTHCPCS,63267,CPT AND HCPCS L,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL LUMBAR,5516,4137
,CPTHCPCS,63268,CPT AND HCPCS L,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL SACRAL,5521,4140.75
,CPTHCPCS,63270,CPT AND HCPCS L,LAM EXC ISPI LES OTH/THN NEO IDRL CERVICAL,8098,6073.5
,CPTHCPCS,63271,CPT AND HCPCS L,LAM EXC ISPI LES OTH/THN NEO IDRL THORACIC,8318,6238.5
,CPTHCPCS,63272,CPT AND HCPCS L,LAM EXC ISPI LES OTH/THN NEO IDRL LUMBAR,7588,5691
,CPTHCPCS,63273,CPT AND HCPCS L,LAM EXC ISPI LES OTH/THN NEO IDRL SACRAL,7299,5474.25
,CPTHCPCS,63275,CPT AND HCPCS L,LAMINECTOMY BX/EXC ISPI NEO XDRL CERVICAL,7247,5435.25
,CPTHCPCS,63276,CPT AND HCPCS L,LAMINECTOMY BX/EXC ISPI NEO XDRL THORACIC,7190,5392.5
,CPTHCPCS,63277,CPT AND HCPCS L,LAMINECTOMY BX/EXC ISPI NEO XDRL LUMBAR,6268,4701
,CPTHCPCS,63278,CPT AND HCPCS L,LAMINECTOMY BX/EXC ISPI NEO XDRL SACRAL,6203,4652.25
,CPTHCPCS,63280,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL XMED CERVICAL,8301,6225.75
,CPTHCPCS,63281,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL XMED THORACIC,8412,6309
,CPTHCPCS,63282,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL XMED LUMBAR,7732,5799
,CPTHCPCS,63283,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL SACRAL,7416,5562
,CPTHCPCS,63285,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL IMED CERVICAL,10515,7886.25
,CPTHCPCS,63286,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL IMED THORACIC,10390,7792.5
,CPTHCPCS,63287,CPT AND HCPCS L,LAM BX/EXC ISPI NEO IDRL IMED THORACOLMBR,11038,8278.5
,CPTHCPCS,63290,CPT AND HCPCS L,LAM BX/EXC ISPI NEO XDRL-IDRL LES ANY LVL,10900,8175
,CPTHCPCS,63295,CPT AND HCPCS L,OSTPL RCNSTJ DORSAL SPI ELMNTS FLWG ISPI PX,1327,995.25
,CPTHCPCS,63300,CPT AND HCPCS L,VCRPEC LES 1 SGM XDRL CERVICAL,7185,5388.75
,CPTHCPCS,63301,CPT AND HCPCS L,VCRPEC LES 1 SGM XDRL THORACIC TTHRC,8599,6449.25
,CPTHCPCS,63302,CPT AND HCPCS L,VCRPEC LES 1 SEG XDRL THRC THORACOLMBR,8484,6363
,CPTHCPCS,63303,CPT AND HCPCS L,VCRPEC LES 1 SEG XDRL LMBR/SAC TRANSPRTL/RPR,8467,6350.25
,CPTHCPCS,63304,CPT AND HCPCS L,VERTEBRAL CORPECTOMY EXC LES 1 SEG IDRL CERVICAL,9048,6786
,CPTHCPCS,63305,CPT AND HCPCS L,VERTEBRAL CORPECTOMY LES 1 SEG IDRL THRC TTHRC,9889,7416.75
,CPTHCPCS,63306,CPT AND HCPCS L,VERTEBRL CORPECT LES 1 SEG IDRL THRC THORACOLMBR,9414,7060.5
,CPTHCPCS,63307,CPT AND HCPCS L,VCRPEC LES 1 SEG IDRL LMBR/SAC TRANSPRTL/RPR,9514,7135.5
,CPTHCPCS,63308,CPT AND HCPCS L,VERTEBRAL CORPECTOMY EXC INDRL LES EACH SEG,1268,951
,CPTHCPCS,63600,CPT AND HCPCS L,CREATION LES SPINAL CORD STEREOTACTIC METHOD PRQ,4297,3222.75
,CPTHCPCS,63610,CPT AND HCPCS L,STRTCTC STIMJ SPI CORD PRQ SPX N/FLWD OTH SURG,2298,1723.5
,CPTHCPCS,63615,CPT AND HCPCS L,STRTCTC BX ASPIRAT/EXC LESION SPINAL CORD,4248,3186
,CPTHCPCS,63620,CPT AND HCPCS L,STEREOTACTIC RADIOSURGERY 1 SPINAL LESION,4407,3305.25
,CPTHCPCS,63621,CPT AND HCPCS L,STEREOTACTIC RADIOSURGERY EA ADDL SPINAL LESION,1002,751.5
,CPTHCPCS,63650,CPT AND HCPCS L,PRQ IMPLTJ NSTIM ELECTRODE ARRAY EPIDURAL,1584,1188
,CPTHCPCS,63655,CPT AND HCPCS L,LAM IMPLTJ NSTIM ELTRDS PLATE/PADDLE EDRL,3229,2421.75
,CPTHCPCS,63661,CPT AND HCPCS L,RMVL SPINAL NSTIM ELTRD PRQ ARRAY INCL FLUOR,1249,936.75
,CPTHCPCS,63662,CPT AND HCPCS L,RMVL SPINAL NSTIM ELTRD PLATE/PADDLE INCL FLUOR,3270,2452.5
,CPTHCPCS,63663,CPT AND HCPCS L,REVJ INCL RPLCMT NSTIM ELTRD PRQ RA INCL FLUOR,1735,1301.25
,CPTHCPCS,63664,CPT AND HCPCS L,REVJ INCL RPLCMT NSTIM ELTRD PLT/PDLE INCL FLUOR,3389,2541.75
,CPTHCPCS,63685,CPT AND HCPCS L,INSJ/RPLCMT SPI NPGR DIR/INDUXIVE COUPLING,1394,1045.5
,CPTHCPCS,63688,CPT AND HCPCS L,REVJ/RMVL IMPLANTED SPINAL NEUROSTIM GENERATOR,1438,1078.5
,CPTHCPCS,63700,CPT AND HCPCS L,REPAIR MENINGOCELE </5 CM DIAMETER,5229,3921.75
,CPTHCPCS,63702,CPT AND HCPCS L,REPAIR MENINGOCELE > 5 CM DIAMETER,5605,4203.75
,CPTHCPCS,63704,CPT AND HCPCS L,REPAIR MYELOMENINGOCELE </5 CM DIAMETER,6640,4980
,CPTHCPCS,63706,CPT AND HCPCS L,REPAIR MYELOMENINGOCELE > 5 CM DIAMETER,7389,5541.75
,CPTHCPCS,63707,CPT AND HCPCS L,RPR DURAL/CEREBROSPINAL FLUID LEAK X REQ LAM,3615,2711.25
,CPTHCPCS,63709,CPT AND HCPCS L,RPR DURAL/CSF LEAK/PSEUDOMENINGOCELE W/LAM,4454,3340.5
,CPTHCPCS,63710,CPT AND HCPCS L,DURAL GRAFT SPINAL,4365,3273.75
,CPTHCPCS,63740,CPT AND HCPCS L,CRTJ SHUNT LMBR SARACH-PRTL-PLEURAL/OTH W/LAM,3804,2853
,CPTHCPCS,63741,CPT AND HCPCS L,CRTJ SHUNT LMBR SARACH-PRTL-PLEURAL PRQ X LAM,2640,1980
,CPTHCPCS,63744,CPT AND HCPCS L,RPLCMT IRRIGATION/REVJ LUMBOSARACH SHUNT,2616,1962
,CPTHCPCS,63746,CPT AND HCPCS L,RMVL ENTIRE LUMBOSARACH SHUNT SYS W/O RPLCMT,2329,1746.75
,CPTHCPCS,64400,CPT AND HCPCS L,NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH,200,150
,CPTHCPCS,64402,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT FACIAL NERVE,328,246
,CPTHCPCS,64405,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT GREATER OCCIPITAL NRV,206,154.5
,CPTHCPCS,64408,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT VAGUS NERVE,327,245.25
,CPTHCPCS,64410,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT PHRENIC NERVE,324,243
,CPTHCPCS,64413,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT CERVICAL PLEXUS,314,235.5
,CPTHCPCS,64415,CPT AND HCPCS L,SINGLE NERVE BLOCK INJECTION ARM NERVE,254,190.5
,CPTHCPCS,64416,CPT AND HCPCS L,INJECTION ANES BRACHIAL PLEXUS CONT NFS CATH,257,192.75
,CPTHCPCS,64417,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT AXILLARY NERVE,243,182.25
,CPTHCPCS,64418,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE,228,171
,CPTHCPCS,64420,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT 1 INTERCOSTAL NERVE,239,179.25
,CPTHCPCS,64421,CPT AND HCPCS L,MULTIPLE NERVE BLOCK INJECTIONS RIB NERVES,101,75.75
,CPTHCPCS,64425,CPT AND HCPCS L,INJECTION ANES ILIOINGUINAL ILIOHYPOGASTRIC NRVS,364,273
,CPTHCPCS,64430,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT PUDENDAL NERVE,308,231
,CPTHCPCS,64435,CPT AND HCPCS L,INJECTION ANESTHETIC PARACERVICAL UTERINE NERVE,315,236.25
,CPTHCPCS,64445,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT SCIATIC NRV SINGLE,280,210
,CPTHCPCS,64446,CPT AND HCPCS L,INJECTION ANES SCIATIC NERVE CONT INFUSION CATH,306,229.5
,CPTHCPCS,64447,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT FEMORAL NERVE SINGLE,213,159.75
,CPTHCPCS,64448,CPT AND HCPCS L,INJECTION ANES FEMORAL NERVE CONT INFUSION CATH,246,184.5
,CPTHCPCS,64449,CPT AND HCPCS L,INJECTION ANES LUMBAR PLEXUS POST CONT NFS CATH,327,245.25
,CPTHCPCS,64450,CPT AND HCPCS L,INJECTION ANES OTHER PERIPHERAL NERVE/BRANCH,171,128.25
,CPTHCPCS,64455,CPT AND HCPCS L,NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,134,100.5
,CPTHCPCS,64461,PROF BILLING,PVB THORACIC SINGLE INJ SITE,309,231.75
,CPTHCPCS,64462,PROF BILLING,PVB THORACIC 2ND+ INJ SITE,197,147.75
,CPTHCPCS,64463,PROF BILLING,PVB THORACIC CONT INFUSION,332,249
,CPTHCPCS,64479,CPT AND HCPCS L,NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC 1 LVL,504,378
,CPTHCPCS,64480,CPT AND HCPCS L,NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC EA LV,241,180.75
,CPTHCPCS,64483,CPT AND HCPCS L,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,446,334.5
,CPTHCPCS,64484,CPT AND HCPCS L,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,200,150
,CPTHCPCS,64486,PROF BILLING,TAP BLOCK UNIL BY INJECTION,225,168.75
,CPTHCPCS,64487,PROF BILLING,TAP BLOCK UNI BY INFUSION,257,192.75
,CPTHCPCS,64488,PROF BILLING,TAP BLOCK BI INJECTION,278,208.5
,CPTHCPCS,64489,PROF BILLING,TAP BLOCK BI BY INFUSION,304,228
,CPTHCPCS,64490,CPT AND HCPCS L,NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,406,304.5
,CPTHCPCS,64491,CPT AND HCPCS L,NJX DX/THER AGT PVRT FACET JT CRV/THRC 2ND LEVEL,230,172.5
,CPTHCPCS,64492,CPT AND HCPCS L,NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL,233,174.75
,CPTHCPCS,64493,CPT AND HCPCS L,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,359,269.25
,CPTHCPCS,64494,CPT AND HCPCS L,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,200,150
,CPTHCPCS,64495,CPT AND HCPCS L,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL,202,151.5
,CPTHCPCS,64505,CPT AND HCPCS L,INJECTION ANES AGENT SPHENOPALATINE GANGLION,360,270
,CPTHCPCS,64508,CPT AND HCPCS L,INJECTION ANESTHETIC AGENT CAROTID SINUS SPX,201,150.75
,CPTHCPCS,64510,CPT AND HCPCS L,NJX ANES STELLATE GANGLION CRV SYMPATHETIC,285,213.75
,CPTHCPCS,64517,CPT AND HCPCS L,INJECTION ANES SUPERIOR HYPOGASTRIC PLEXUS,482,361.5
,CPTHCPCS,64520,CPT AND HCPCS L,INJECTION ANES LMBR/THRC PARAVERTBRL SYMPATHETIC,331,248.25
,CPTHCPCS,64530,CPT AND HCPCS L,INJX ANES CELIAC PLEXUS W/WO RADIOLOGIC MONITRNG,352,264
